08:37:22,152.72,23.46
08:38:10,165.41,24.59
08:38:58,152.44,25.48
08:39:46,162.78,24.89
08:40:35,157.56,24.7
08:41:23,171.44,24.65
08:42:11,157.66,25.01
08:43:00,157.71,24.79
08:43:48,143.66,25.13
08:44:36,155.39,24.97
08:45:24,148.5,25.5
08:46:12,154.19,25.37
08:47:00,147.6,25.35
08:47:48,154.77,24.47
08:48:37,142.7,24.38
08:49:25,144.71,24.83
08:50:13,159.53,25.22
08:51:01,139.1,24.85
08:51:49,143.55,25.45
08:52:37,146.26,25.44
08:53:25,157.12,24.83
08:54:13,172.96,25.16
08:55:02,137.52,24.62
08:55:50,162.14,24.45
08:56:38,142.99,25.2
08:57:26,150.58,25.04
08:58:14,173.09,25.46
08:59:02,147.1,25.45
08:59:50,158.42,24.14
09:00:39,148.75,25.36
09:01:27,153.95,25.41
09:02:15,150.34,25.2
09:03:03,163.31,24.54
09:03:51,171.9,24.49
09:04:39,151.08,25.11
09:05:28,142.05,24.67
09:06:16,163.87,24.62
09:07:04,164.69,24.87
09:07:52,156.79,25.32
09:08:40,174.32,25.35
09:09:28,143.67,25.57
09:10:16,170.29,24.83
09:11:05,146.51,25.62
09:11:53,148.88,25.45
09:12:41,160.61,25.14
09:13:29,159.44,25.57
09:14:17,167.7,25.04
09:15:05,56.72,24.84
09:15:53,127.74,24.99
09:16:41,140.55,24.61
09:17:30,136.71,25.25
09:18:18,142.61,25.53
09:19:06,149.77,24.75
09:19:54,162.99,24.7
09:20:42,69.69,24.83
09:21:31,159.54,25.26
09:22:19,163.92,21.95
09:23:07,163.92,25.01
09:23:55,130.54,25.5
09:24:43,166.14,24.85
09:25:32,141.43,25.54
09:26:20,152.91,25.55
09:27:08,154.98,25.6
09:27:56,172.14,25.47
09:28:44,162.96,24.59
09:29:32,152.68,24.34
